country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Vietnam,2003,VNM,79563778.0,268202912195.0,9.366,0.118,77.261,7.73,11.118,234.702,30.687,15.041,2.95,0.875,0.823,0.971,0.288,0.271,31.976,0.402,58.643,0.737,0.219,70.873,1301.619,7366.829,702.475,13.281,21.801,7494.75,493.189,,3586.163,1.064,1.214,0.015,5.207,0.065,1.335,3.76,157.441,1.979,77.335,0.972,18.527,0.233,29.499,0.371,,,285.329,1.092,0.279,0.671,0.306,0.338,0.116,0.386,0.127,0.108,0.016,0.951,0.125,,0.353,0.102,2.15,0.28,,0.556,0.003,0.004,0.007,0.0,299.167,106.188,-18.618,-24.097
Vietnam,2004,VNM,80338977.0,288148996981.0,10.301,0.128,88.939,11.678,15.115,254.349,19.647,8.371,3.166,0.883,0.731,1.107,0.309,0.256,34.792,0.433,66.919,0.833,0.232,81.174,1390.558,7621.178,737.267,14.476,30.561,7660.16,527.079,,4328.84,1.207,1.196,0.015,8.76,0.109,1.533,4.039,165.41,2.059,83.34,1.037,19.42,0.242,33.891,0.422,,,347.775,1.15,0.311,0.726,0.322,0.371,0.121,0.392,0.131,0.115,0.022,0.964,0.13,,0.35,0.167,2.567,0.31,,0.563,0.003,0.004,0.007,0.0,324.489,123.15,-22.02,-24.758
Vietnam,2005,VNM,81088309.0,308988652738.0,11.983,0.148,95.842,6.903,7.761,213.324,-41.025,-16.13,2.631,0.69,0.577,1.182,0.31,0.259,39.458,0.487,71.383,0.88,0.231,93.156,1486.4,7834.501,776.725,15.628,39.956,7777.642,560.935,,4560.353,1.197,1.152,0.014,9.394,0.116,1.643,3.721,117.482,1.449,87.113,1.074,18.676,0.23,33.855,0.418,,,369.791,1.239,0.324,0.6,0.343,0.408,0.126,0.396,0.135,0.121,0.027,0.972,0.134,,0.332,0.175,1.981,0.307,,0.568,0.003,0.004,0.007,0.0,301.726,133.238,-24.459,-25.52
Vietnam,2006,VNM,82167901.0,329425429734.0,12.258,0.149,99.656,3.814,3.979,195.31,-18.013,-8.444,2.377,0.593,0.576,1.213,0.303,0.294,42.744,0.52,74.336,0.905,0.226,105.414,1586.056,8029.812,819.469,16.655,51.168,7873.296,593.35,,4125.312,1.029,1.027,0.012,11.212,0.136,1.69,3.524,95.654,1.164,89.878,1.094,18.542,0.226,32.415,0.395,,,338.968,1.17,0.326,0.533,0.352,0.441,0.131,0.398,0.139,0.125,0.034,0.976,0.139,,0.296,0.203,1.585,0.291,,0.573,0.003,0.004,0.007,0.0,289.589,138.853,-25.32,-25.408
Vietnam,2007,VNM,83633374.0,351786434406.0,14.063,0.168,101.433,1.777,1.783,224.359,29.049,14.873,2.683,0.638,0.606,1.213,0.288,0.274,36.464,0.436,78.831,0.943,0.224,119.478,1687.489,8254.171,855.933,17.722,63.647,7996.223,630.708,,4427.346,1.053,1.068,0.013,12.48,0.149,1.711,3.737,122.926,1.47,92.079,1.101,19.958,0.239,37.358,0.447,,,370.274,1.249,0.322,0.605,0.287,0.478,0.136,0.402,0.142,0.13,0.04,0.985,0.143,,0.312,0.218,2.198,0.334,,0.579,0.003,0.004,0.007,0.0,312.522,143.063,-22.602,-22.282
Vietnam,2008,VNM,85175789.0,370681828207.0,15.363,0.18,114.3,12.867,12.685,227.209,2.85,1.27,2.668,0.613,0.497,1.342,0.308,0.25,43.641,0.512,90.062,1.057,0.243,134.84,1801.788,8481.38,899.574,18.698,77.548,8109.132,671.128,,5367.823,1.233,0.976,0.011,13.901,0.163,1.819,3.741,112.909,1.326,91.099,1.07,17.594,0.207,40.42,0.475,,,457.209,1.351,0.357,0.598,0.332,0.516,0.141,0.406,0.146,0.134,0.047,0.992,0.149,,0.292,0.235,1.897,0.363,,0.584,0.003,0.004,0.008,0.0,318.657,154.917,-24.238,-21.206
Vietnam,2009,VNM,86460023.0,389670892896.0,19.239,0.223,124.493,10.194,8.919,317.515,90.306,39.746,3.672,0.815,0.679,1.44,0.319,0.266,45.489,0.526,99.474,1.151,0.255,154.079,1926.282,8798.895,945.062,19.749,92.922,8302.153,714.47,,5409.73,1.2,1.051,0.012,15.374,0.178,1.947,4.495,193.021,2.232,94.019,1.087,22.62,0.262,43.341,0.501,,,467.725,1.643,0.395,0.835,0.35,0.564,0.147,0.413,0.151,0.138,0.055,1.007,0.155,,0.32,0.267,2.954,0.398,,0.592,0.003,0.004,0.008,0.0,388.597,168.332,-25.019,-20.097
Vietnam,2010,VNM,87455148.0,413666257649.0,23.77,0.272,139.564,15.07,12.105,271.339,-46.176,-14.543,3.103,0.656,0.502,1.596,0.337,0.258,47.463,0.543,108.173,1.237,0.261,177.849,2065.845,9070.233,992.526,20.727,110.971,8433.928,763.773,,6177.169,1.306,0.979,0.011,18.049,0.206,2.106,4.122,131.775,1.507,94.408,1.08,20.741,0.237,49.303,0.564,,,540.225,1.899,0.419,0.681,0.341,0.622,0.154,0.418,0.155,0.142,0.063,1.015,0.162,,0.288,0.291,2.022,0.438,,0.598,0.003,0.005,0.008,0.0,360.474,184.151,-31.391,-22.492
Vietnam,2011,VNM,88468315.0,438354712953.0,28.223,0.319,152.564,13.0,9.315,266.689,-4.65,-1.714,3.015,0.608,0.447,1.725,0.348,0.255,59.551,0.673,113.921,1.288,0.26,206.072,2218.409,9336.922,1052.077,22.061,127.25,8548.053,810.95,,6749.783,1.362,1.333,0.015,16.279,0.184,2.249,4.107,114.125,1.29,95.667,1.081,20.176,0.228,47.178,0.533,,,597.142,2.099,0.442,0.652,0.405,0.689,0.161,0.423,0.16,0.147,0.07,1.021,0.167,,0.374,0.255,1.785,0.417,,0.603,0.003,0.005,0.008,0.0,363.318,199.0,-38.643,-25.329
Vietnam,2012,VNM,89510355.0,462486159336.0,28.118,0.314,144.288,-8.276,-5.425,258.983,-7.705,-2.889,2.893,0.56,0.417,1.612,0.312,0.232,52.315,0.584,107.079,1.196,0.232,234.19,2362.697,9595.905,1104.391,23.749,145.207,8662.749,855.16,,6938.164,1.343,1.688,0.019,17.957,0.201,2.125,3.95,114.696,1.281,94.762,1.059,21.559,0.241,44.21,0.494,,,621.038,2.041,0.413,0.622,0.352,0.748,0.167,0.426,0.165,0.154,0.077,1.026,0.173,,0.451,0.275,1.716,0.387,,0.608,0.003,0.005,0.008,0.0,353.585,190.244,-37.209,-25.788
Vietnam,2013,VNM,90573103.0,488172621311.0,30.316,0.335,151.459,7.172,4.971,271.816,12.833,4.955,3.001,0.557,0.414,1.672,0.31,0.231,56.561,0.624,122.102,1.348,0.25,264.506,2514.156,9867.722,1160.953,25.702,163.927,8783.106,899.07,,7244.138,1.344,1.953,0.022,18.719,0.207,2.179,4.09,120.357,1.329,95.205,1.051,23.93,0.264,43.909,0.485,,,656.124,2.103,0.429,0.653,0.378,0.808,0.174,0.43,0.169,0.163,0.084,1.033,0.177,,0.511,0.285,1.905,0.381,,0.612,0.003,0.005,0.009,0.0,370.437,197.395,-29.357,-19.383
Vietnam,2014,VNM,91679582.0,519523061605.0,32.694,0.357,180.048,28.588,18.875,560.373,288.556,106.159,6.112,1.079,0.774,1.964,0.347,0.249,78.149,0.852,140.682,1.535,0.271,297.2,2694.204,10428.095,1239.102,27.609,183.525,9163.431,946.767,,7894.68,1.393,1.907,0.021,19.599,0.214,2.471,6.328,380.325,4.148,95.628,1.043,22.571,0.246,47.698,0.52,,,723.781,2.191,0.508,1.338,0.52,0.868,0.182,0.447,0.177,0.171,0.091,1.07,0.183,,0.497,0.297,5.933,0.413,,0.622,0.004,0.005,0.009,0.0,580.111,226.534,-39.365,-21.864
Vietnam,2015,VNM,92823254.0,555822142751.0,34.298,0.369,213.391,33.344,18.519,441.487,-118.886,-21.216,4.756,0.794,0.545,2.299,0.384,0.263,97.898,1.055,165.073,1.778,0.297,331.497,2907.595,10869.581,1337.0,29.427,203.989,9391.527,1005.681,,8731.432,1.458,1.818,0.02,20.463,0.22,2.78,5.608,228.095,2.457,92.971,1.002,26.072,0.281,58.913,0.635,,,810.48,2.381,0.603,1.053,0.668,0.929,0.192,0.457,0.187,0.178,0.098,1.088,0.19,,0.477,0.304,3.502,0.501,,0.63,0.004,0.005,0.009,0.0,520.55,258.087,-48.318,-22.643
Vietnam,2016,VNM,94000115.0,593006635951.0,36.822,0.392,221.027,7.636,3.578,391.104,-50.382,-11.412,4.161,0.66,0.446,2.351,0.373,0.252,106.905,1.137,173.401,1.845,0.292,368.32,3128.622,11260.686,1443.905,30.993,224.357,9561.604,1061.048,,9326.302,1.478,1.566,0.017,20.368,0.217,2.823,5.138,170.077,1.809,91.86,0.977,25.942,0.276,55.367,0.589,,,876.673,2.494,0.624,0.959,0.746,0.991,0.201,0.466,0.198,0.183,0.104,1.101,0.196,,0.421,0.295,3.163,0.465,,0.636,0.004,0.005,0.009,0.0,483.003,265.349,-47.626,-21.548
Vietnam,2017,VNM,95176978.0,634161327073.0,42.735,0.449,227.694,6.667,3.017,370.107,-20.997,-5.369,3.889,0.584,0.39,2.392,0.359,0.24,108.302,1.138,172.008,1.807,0.271,411.055,3356.317,11630.793,1552.207,32.726,242.233,9704.017,1118.095,,9981.674,1.498,1.733,0.018,17.876,0.188,2.853,4.888,142.413,1.496,91.562,0.962,25.823,0.271,57.048,0.599,,,950.026,2.849,0.633,0.897,0.747,1.064,0.211,0.473,0.209,0.189,0.109,1.11,0.202,,0.451,0.252,2.683,0.472,,0.642,0.004,0.006,0.01,0.0,465.237,271.585,-55.687,-24.457
Vietnam,2018,VNM,96237319.0,681501440291.0,49.637,0.516,255.468,27.774,12.198,431.015,60.908,16.457,4.479,0.632,0.399,2.655,0.375,0.237,122.273,1.271,188.947,1.963,0.277,460.692,3611.785,12061.809,1674.481,34.099,260.788,9879.564,1181.725,,11210.952,1.583,1.373,0.014,18.555,0.193,3.151,5.371,175.547,1.824,93.491,0.971,27.598,0.287,63.63,0.661,,,1078.912,3.209,0.695,1.036,0.828,1.146,0.222,0.482,0.221,0.193,0.113,1.124,0.209,,0.34,0.25,3.596,0.524,,0.648,0.004,0.006,0.01,0.0,516.912,303.25,-66.521,-26.039
Vietnam,2019,VNM,97173778.0,731653148132.0,56.538,0.582,339.312,83.844,32.82,471.838,40.823,9.471,4.856,0.645,0.391,3.492,0.464,0.281,191.609,1.972,244.863,2.52,0.335,517.23,3951.097,12533.646,1866.089,35.551,279.694,10012.089,1252.532,,12433.123,1.651,1.453,0.015,18.906,0.195,4.016,5.862,132.526,1.364,93.762,0.965,28.683,0.295,70.807,0.729,,,1208.174,3.499,0.915,1.124,1.303,1.237,0.238,0.493,0.241,0.196,0.118,1.133,0.216,,0.336,0.25,2.712,0.574,,0.655,0.004,0.006,0.01,0.0,569.64,390.289,-94.449,-27.835
Vietnam,2020,VNM,98079196.0,752629620043.0,60.066,0.612,362.599,23.287,6.863,481.465,9.627,2.04,4.909,0.64,0.392,3.697,0.482,0.295,215.96,2.202,259.893,2.65,0.345,577.296,4313.696,13015.111,2082.049,36.808,296.626,10130.956,1320.917,,12527.92,1.633,1.257,0.013,16.931,0.173,4.201,5.913,118.866,1.212,91.83,0.936,28.791,0.294,68.385,0.697,,,1228.728,3.699,1.031,1.214,1.514,1.329,0.254,0.504,0.264,0.199,0.121,1.141,0.224,,0.314,0.225,2.632,0.626,,0.662,0.004,0.006,0.01,0.0,579.987,412.028,-102.706,-28.325
Vietnam,2021,VNM,98935101.0,771912038182.0,62.071,0.627,314.197,-48.402,-13.349,425.472,-55.993,-11.63,4.301,0.551,0.348,3.176,0.407,0.257,172.613,1.745,222.321,2.247,0.288,639.367,4627.893,13440.584,2254.662,37.803,311.062,10242.231,1384.999,,12365.529,1.585,0.995,0.01,14.436,0.146,3.699,5.345,111.275,1.125,94.744,0.958,28.665,0.29,64.083,0.648,,,1223.385,3.724,0.852,1.025,1.153,1.418,0.267,0.512,0.281,0.2,0.123,1.147,0.23,,0.247,0.183,2.389,0.557,,0.668,0.004,0.006,0.011,0.0,528.79,365.921,-91.876,-29.241
Vietnam,2022,VNM,99680656.0,833803909046.0,55.979,0.562,322.653,8.457,2.691,436.91,11.438,2.688,4.383,0.524,0.338,3.237,0.387,0.249,177.248,1.778,227.897,2.286,0.273,695.346,4950.546,13877.494,2431.91,38.913,326.572,10356.488,1457.805,,12976.387,1.551,1.11,0.011,15.51,0.156,3.751,5.409,114.257,1.146,94.227,0.945,29.127,0.292,72.805,0.73,,,1293.495,3.546,0.86,1.033,1.147,1.49,0.279,0.521,0.297,0.201,0.125,1.154,0.238,,0.278,0.2,2.388,0.611,,0.673,0.004,0.007,0.011,0.0,539.141,373.927,-94.756,-29.368
Vietnam,2023,VNM,100352189.0,,44.488,0.443,347.399,24.746,7.669,461.968,25.058,5.735,4.603,,0.336,3.462,,0.252,209.114,2.084,247.788,2.469,,739.834,5297.944,14339.461,2641.024,40.172,340.905,10471.058,1536.009,,13711.071,,1.259,0.013,14.333,0.143,3.986,5.622,114.569,1.142,94.51,0.942,30.457,0.304,78.204,0.779,,,1375.936,2.888,0.912,1.078,1.337,1.534,0.293,0.529,0.317,0.204,0.127,1.16,0.246,,0.306,0.184,2.414,0.637,,0.679,0.004,0.007,0.011,0.0,564.164,399.984,-99.611,-28.673
Vietnam,2024,VNM,100987685.0,,44.488,0.441,370.931,23.533,6.774,484.165,22.198,4.805,4.794,,0.328,3.673,,0.251,229.186,2.269,,,,784.322,5668.876,14823.627,2870.21,41.302,353.037,10584.291,1620.006,,14618.14,,1.129,0.011,12.132,0.12,4.195,5.778,113.234,1.121,94.982,0.941,30.31,0.3,83.997,0.832,,,1476.252,3.021,0.961,1.121,1.45,1.578,0.307,0.539,0.338,0.205,0.128,1.167,0.254,,0.272,0.151,2.469,0.674,,0.684,0.004,0.007,0.011,0.0,583.497,423.647,,
