country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Myanmar,2019,MMR,52640718.0,337037542855.0,1.946,0.037,33.617,-0.4,-1.176,118.949,-6.792,-5.401,2.26,0.353,0.784,0.639,0.1,0.222,3.931,0.075,,,,16.191,568.988,8574.161,46.806,6.393,151.261,16079.41,348.337,,2882.835,0.45,0.043,0.001,7.98,0.152,0.86,3.733,85.332,1.621,58.05,1.103,14.541,0.276,19.716,0.375,,,151.755,0.12,0.091,0.283,0.027,0.039,0.034,0.337,0.006,0.035,0.064,1.82,0.06,,0.01,0.105,1.746,0.16,,0.682,0.003,0.007,0.011,0.0,196.532,45.272,,
Myanmar,2020,MMR,53016525.0,347785669977.0,2.29,0.043,34.588,0.971,2.888,116.172,-2.777,-2.335,2.191,0.334,0.758,0.652,0.099,0.226,4.327,0.082,,,,18.48,603.576,8690.333,51.133,6.44,159.96,16160.994,367.562,,2892.347,0.441,0.048,0.001,8.698,0.164,0.877,3.75,81.584,1.539,58.284,1.099,15.727,0.297,19.225,0.363,,,153.342,0.141,0.098,0.293,0.03,0.043,0.036,0.337,0.006,0.035,0.065,1.82,0.062,,0.012,0.116,1.806,0.176,,0.678,0.003,0.007,0.011,0.0,198.818,46.518,,
Myanmar,2021,MMR,53387103.0,285399881185.0,2.557,0.048,29.285,-5.303,-15.332,107.797,-8.375,-7.209,2.019,0.378,0.73,0.549,0.103,0.198,2.88,0.054,,,,21.037,632.861,8798.13,54.013,6.48,169.006,16239.508,382.324,,2767.67,0.518,0.039,0.001,9.046,0.169,0.768,3.611,78.512,1.471,59.538,1.115,14.883,0.279,14.762,0.277,,,147.758,0.153,0.079,0.26,0.019,0.047,0.036,0.335,0.007,0.034,0.067,1.819,0.064,,0.01,0.115,1.686,0.128,,0.672,0.003,0.007,0.011,0.0,192.775,40.989,,
Myanmar,2022,MMR,53756791.0,291025085135.0,3.091,0.058,31.639,2.354,8.038,108.535,0.738,0.684,2.019,0.373,0.811,0.589,0.109,0.236,2.924,0.054,,,,24.128,664.499,8906.665,56.937,6.504,178.029,16316.403,398.901,,2488.871,0.46,0.025,0.0,9.023,0.168,0.803,3.574,76.896,1.43,58.693,1.092,13.107,0.244,16.577,0.308,,,133.794,0.196,0.084,0.257,0.019,0.052,0.037,0.334,0.007,0.034,0.068,1.818,0.065,,0.006,0.116,1.607,0.139,,0.666,0.003,0.007,0.011,0.0,192.112,43.173,,
Myanmar,2023,MMR,54133800.0,,3.091,0.057,31.793,0.154,0.488,107.214,-1.322,-1.218,1.981,,0.806,0.587,,0.239,3.241,0.06,,,,27.219,696.292,9013.879,60.177,6.525,186.971,16391.824,415.399,,2457.113,,0.021,0.0,8.942,0.165,0.804,3.471,75.421,1.393,55.395,1.023,12.378,0.229,16.498,0.305,,,133.013,0.201,0.083,0.25,0.021,0.056,0.038,0.333,0.007,0.033,0.07,1.817,0.066,,0.005,0.115,1.589,0.134,,0.66,0.003,0.008,0.011,0.0,187.912,43.52,,
Myanmar,2024,MMR,54500086.0,,3.091,0.057,31.603,-0.19,-0.596,105.876,-1.338,-1.248,1.943,,,0.58,,,3.264,0.06,,,,30.31,727.896,9119.754,63.442,6.544,194.948,16466.096,432.652,,,,0.019,0.0,7.976,0.146,0.793,3.4,74.272,1.363,56.521,1.037,12.043,0.221,17.253,0.317,,,,0.21,0.082,0.245,0.021,0.061,0.039,0.331,0.007,0.032,0.07,1.816,0.068,,0.005,0.1,1.62,0.138,,0.654,0.003,0.008,0.011,0.0,185.32,43.238,,
Philippines,2000,PHL,79625401.0,327247671365.0,4.623,0.058,71.467,4.172,6.199,100.828,1.651,1.665,1.266,0.308,0.328,0.898,0.218,0.232,15.848,0.199,87.641,1.101,0.268,91.225,1489.228,11203.912,104.143,0.1,0.106,13062.0,1293.655,,3864.514,0.94,0.009,0.0,0.018,0.0,1.081,2.256,29.362,0.369,60.484,0.76,10.661,0.134,50.969,0.64,,,307.714,0.644,0.28,0.318,0.173,0.491,0.142,0.619,0.02,0.001,0.0,1.699,0.355,,0.003,0.0,0.478,0.499,,0.739,0.002,0.006,0.009,0.0,179.66,86.091,16.174,22.632
Philippines,2001,PHL,81401488.0,339580401272.0,3.279,0.04,69.799,-1.668,-2.334,96.346,-4.482,-4.445,1.184,0.284,0.32,0.857,0.206,0.232,16.184,0.199,88.465,1.087,0.261,94.504,1559.027,11300.258,120.326,0.122,0.366,13088.547,1343.709,,3695.904,0.886,0.022,0.0,0.26,0.003,1.039,2.154,26.547,0.326,61.024,0.75,10.836,0.133,50.054,0.615,,,300.852,0.437,0.272,0.309,0.176,0.489,0.146,0.614,0.023,0.001,0.0,1.69,0.359,,0.007,0.005,0.486,0.487,,0.734,0.002,0.006,0.009,0.0,175.337,84.552,18.666,26.742
Philippines,2002,PHL,83068889.0,354896572700.0,4.975,0.06,69.492,-0.307,-0.44,120.27,23.924,24.831,1.448,0.339,0.398,0.837,0.196,0.23,14.103,0.17,87.656,1.055,0.247,99.479,1628.519,11420.527,134.429,0.232,3.631,13139.325,1390.747,,3638.974,0.852,0.11,0.001,3.265,0.039,1.024,2.325,50.778,0.611,61.958,0.746,10.6,0.128,47.038,0.566,,,302.286,0.639,0.265,0.372,0.146,0.494,0.148,0.61,0.025,0.002,0.003,1.683,0.361,,0.034,0.066,0.833,0.458,,0.731,0.002,0.006,0.009,0.0,193.111,85.031,18.164,26.139
Philippines,2003,PHL,84731836.0,375676507230.0,4.752,0.056,69.501,0.009,0.013,153.101,32.831,27.298,1.807,0.408,0.491,0.82,0.185,0.223,14.678,0.173,90.615,1.069,0.241,104.231,1698.02,11573.629,149.107,0.304,8.607,13222.925,1435.771,,3680.832,0.83,0.072,0.001,4.976,0.059,1.007,2.6,83.601,0.987,62.097,0.733,11.449,0.135,45.023,0.531,,,311.884,0.554,0.251,0.438,0.14,0.497,0.151,0.607,0.027,0.002,0.006,1.678,0.363,,0.021,0.098,1.142,0.427,,0.728,0.002,0.006,0.009,0.0,220.297,85.299,21.114,30.379
Philippines,2004,PHL,86394510.0,404092179609.0,4.752,0.055,71.999,2.498,3.594,107.51,-45.592,-29.779,1.244,0.266,0.337,0.833,0.178,0.226,15.957,0.185,93.253,1.079,0.231,108.983,1770.018,11681.139,165.064,0.338,13.366,13258.437,1482.267,,3695.391,0.79,0.035,0.0,4.76,0.055,1.02,2.175,35.511,0.411,63.669,0.737,12.003,0.139,46.496,0.538,,,319.261,0.53,0.252,0.307,0.148,0.498,0.153,0.601,0.029,0.003,0.009,1.669,0.365,,0.01,0.091,0.551,0.426,,0.723,0.002,0.006,0.009,0.0,187.905,88.149,21.254,29.52
Philippines,2005,PHL,88015959.0,426864086040.0,5.398,0.061,72.334,0.335,0.466,153.518,46.008,42.794,1.744,0.36,0.481,0.822,0.169,0.227,18.631,0.212,94.108,1.069,0.22,114.381,1842.352,11834.656,183.695,0.369,19.668,13339.62,1524.238,,3628.22,0.748,0.031,0.0,6.302,0.072,1.012,2.503,81.184,0.922,63.715,0.724,11.567,0.131,41.971,0.477,,,319.341,0.558,0.244,0.432,0.162,0.501,0.156,0.598,0.032,0.003,0.013,1.667,0.365,,0.009,0.117,1.369,0.381,,0.72,0.003,0.006,0.009,0.0,220.282,89.108,21.774,30.101
Philippines,2006,PHL,89508992.0,452834616353.0,4.247,0.047,65.646,-6.688,-9.247,173.827,20.309,13.229,1.942,0.384,0.569,0.733,0.145,0.215,17.51,0.196,85.142,0.951,0.188,118.628,1907.998,12008.482,201.206,0.399,24.879,13447.802,1562.886,,3410.94,0.674,0.03,0.0,5.21,0.058,0.921,2.658,108.181,1.209,64.469,0.72,11.036,0.123,38.648,0.432,,,305.31,0.406,0.215,0.475,0.144,0.497,0.157,0.596,0.034,0.003,0.016,1.668,0.365,,0.009,0.094,1.793,0.347,,0.717,0.003,0.006,0.009,0.0,237.892,82.411,19.496,29.699
Philippines,2007,PHL,91075180.0,486739179739.0,4.725,0.052,70.01,4.364,6.649,192.434,18.607,10.704,2.113,0.395,0.607,0.769,0.144,0.221,21.536,0.236,92.464,1.015,0.19,123.353,1978.008,12200.917,222.741,0.432,31.957,13570.227,1599.524,,3478.436,0.651,0.033,0.0,7.078,0.078,0.965,2.811,122.424,1.344,66.624,0.732,11.542,0.127,36.638,0.402,,,316.799,0.42,0.222,0.519,0.169,0.493,0.159,0.594,0.037,0.003,0.02,1.671,0.364,,0.01,0.123,2.189,0.328,,0.715,0.003,0.006,0.009,0.0,255.98,87.852,22.454,32.072
Philippines,2008,PHL,92699091.0,511142140299.0,4.786,0.052,76.605,6.595,9.42,173.314,-19.12,-9.936,1.87,0.339,0.529,0.826,0.15,0.234,25.106,0.271,101.717,1.097,0.199,128.139,2054.613,12374.231,247.847,0.463,39.406,13666.935,1638.758,,3533.459,0.641,0.03,0.0,7.449,0.08,1.023,2.647,96.709,1.043,68.656,0.741,10.903,0.118,39.234,0.423,,,327.548,0.421,0.239,0.456,0.191,0.49,0.161,0.592,0.04,0.003,0.024,1.671,0.364,,0.009,0.126,1.625,0.352,,0.712,0.003,0.006,0.009,0.0,245.337,94.866,25.112,32.782
Philippines,2009,PHL,94384256.0,521163648845.0,5.344,0.057,75.581,-1.024,-1.337,142.616,-30.698,-17.712,1.511,0.274,0.43,0.801,0.145,0.228,23.963,0.254,94.544,1.002,0.181,133.484,2130.194,12516.847,271.81,0.581,46.91,13733.97,1677.41,,3511.202,0.636,0.118,0.001,7.504,0.08,1.007,2.348,67.035,0.71,70.604,0.748,11.15,0.118,38.652,0.41,,,331.402,0.457,0.24,0.375,0.184,0.489,0.163,0.588,0.043,0.004,0.028,1.666,0.363,,0.036,0.13,1.026,0.355,,0.71,0.003,0.007,0.009,0.0,221.583,95.046,18.964,25.091
Philippines,2010,PHL,96337127.0,565514808274.0,5.701,0.059,82.246,6.665,8.819,177.705,35.089,24.604,1.845,0.314,0.521,0.854,0.145,0.241,27.769,0.288,104.28,1.082,0.184,139.184,2212.439,12694.553,299.579,0.691,53.978,13829.43,1719.007,,3539.975,0.603,0.111,0.001,7.068,0.073,1.069,2.57,95.459,0.991,70.014,0.727,12.094,0.126,41.597,0.432,,,341.031,0.455,0.247,0.446,0.2,0.487,0.165,0.585,0.047,0.005,0.031,1.664,0.364,,0.033,0.114,1.465,0.37,,0.707,0.003,0.007,0.01,0.0,247.543,102.993,22.034,26.79
Philippines,2011,PHL,98248614.0,590943092007.0,5.684,0.058,82.98,0.734,0.893,194.279,16.574,9.327,1.977,0.329,0.559,0.845,0.14,0.239,30.519,0.311,111.205,1.132,0.188,144.868,2295.42,12888.832,330.098,0.857,61.606,13940.728,1757.99,,3540.375,0.589,0.166,0.002,7.629,0.078,1.065,2.694,111.299,1.133,71.972,0.733,11.501,0.117,38.983,0.397,,,347.837,0.423,0.241,0.475,0.208,0.484,0.167,0.583,0.05,0.006,0.034,1.665,0.363,,0.046,0.119,1.741,0.345,,0.705,0.003,0.007,0.01,0.0,264.663,104.599,28.224,34.013
Philippines,2012,PHL,100175511.0,631700459807.0,6.575,0.066,87.476,4.496,5.418,169.736,-24.543,-12.633,1.694,0.269,0.472,0.873,0.138,0.243,31.933,0.319,120.263,1.201,0.19,151.443,2382.896,13058.568,362.031,1.077,68.92,14022.988,1799.424,,3592.559,0.57,0.22,0.002,7.314,0.073,1.082,2.426,82.26,0.821,72.263,0.721,11.274,0.113,41.434,0.414,,,359.886,0.477,0.25,0.408,0.215,0.484,0.169,0.58,0.054,0.007,0.037,1.662,0.363,,0.059,0.112,1.231,0.362,,0.703,0.003,0.007,0.01,0.0,243.033,108.345,32.787,37.481
Philippines,2013,PHL,102076334.0,674346563689.0,7.018,0.069,94.825,7.349,8.401,175.327,5.591,3.294,1.718,0.26,0.455,0.929,0.141,0.246,39.509,0.387,130.123,1.275,0.193,158.461,2477.721,13233.896,401.54,1.319,75.658,14103.49,1840.743,,3778.861,0.572,0.242,0.002,6.738,0.066,1.148,2.439,80.502,0.789,74.003,0.725,11.735,0.115,41.319,0.405,,,385.732,0.487,0.269,0.422,0.264,0.484,0.171,0.577,0.059,0.008,0.039,1.659,0.363,,0.063,0.103,1.274,0.359,,0.7,0.003,0.007,0.01,0.0,248.971,117.15,35.298,37.224
Philippines,2014,PHL,103767127.0,717154029846.0,7.441,0.072,100.074,5.248,5.535,164.823,-10.504,-5.991,1.588,0.23,0.406,0.964,0.14,0.247,42.036,0.405,137.044,1.321,0.191,165.902,2577.795,13398.718,443.576,1.619,82.744,14168.239,1883.955,,3909.477,0.566,0.3,0.003,7.086,0.068,1.18,2.345,64.749,0.624,73.825,0.711,12.242,0.118,43.212,0.416,,,405.675,0.499,0.282,0.394,0.28,0.485,0.174,0.574,0.063,0.01,0.041,1.654,0.363,,0.078,0.107,1.01,0.374,,0.698,0.003,0.007,0.01,0.0,243.331,122.435,36.97,36.943
Philippines,2015,PHL,105312988.0,762678999551.0,8.4,0.08,111.046,10.972,10.964,169.018,4.195,2.545,1.605,0.222,0.38,1.054,0.146,0.25,45.82,0.435,144.114,1.368,0.189,174.302,2688.842,13567.735,489.396,1.922,89.405,14226.211,1933.816,,4220.296,0.583,0.303,0.003,6.661,0.063,1.281,2.332,57.971,0.55,73.544,0.698,12.883,0.122,49.862,0.473,,,444.452,0.583,0.314,0.403,0.313,0.489,0.177,0.571,0.068,0.012,0.043,1.648,0.365,,0.08,0.099,0.89,0.424,,0.695,0.003,0.007,0.01,0.0,245.603,134.861,33.068,29.779
Philippines,2016,PHL,106735721.0,817202925336.0,8.033,0.075,120.216,9.169,8.257,177.23,8.213,4.859,1.66,0.217,0.365,1.126,0.147,0.248,50.684,0.475,164.521,1.541,0.201,182.335,2809.057,13744.966,540.08,2.243,97.037,14283.225,1987.362,,4547.887,0.594,0.321,0.003,7.632,0.072,1.381,2.399,57.015,0.534,74.746,0.7,14.844,0.139,53.546,0.502,,,485.422,0.544,0.34,0.435,0.354,0.491,0.181,0.569,0.074,0.013,0.045,1.644,0.366,,0.086,0.11,1.06,0.45,,0.693,0.003,0.007,0.01,0.0,256.073,147.382,44.306,36.855
Philippines,2017,PHL,108119691.0,873843247356.0,9.081,0.084,133.576,13.36,11.113,188.99,11.76,6.635,1.748,0.216,0.355,1.235,0.153,0.251,60.931,0.564,177.022,1.637,0.203,191.416,2942.633,13933.956,601.011,2.491,104.566,14338.64,2043.149,,4925.253,0.609,0.248,0.002,7.529,0.07,1.5,2.528,55.414,0.513,77.878,0.72,16.327,0.151,55.787,0.516,,,532.517,0.605,0.371,0.458,0.42,0.495,0.185,0.567,0.081,0.014,0.047,1.641,0.369,,0.065,0.106,1.044,0.462,,0.691,0.003,0.007,0.01,0.0,273.37,162.128,43.447,32.526
Philippines,2018,PHL,109465284.0,929253628653.0,9.675,0.088,139.857,6.281,4.702,189.063,0.073,0.038,1.727,0.203,0.343,1.278,0.151,0.254,64.171,0.586,184.585,1.686,0.199,201.09,3082.49,14123.019,665.182,2.697,112.972,14387.845,2100.549,,5028.468,0.592,0.205,0.002,8.405,0.077,1.541,2.501,49.206,0.45,78.162,0.714,15.687,0.143,57.4,0.524,,,550.443,0.625,0.381,0.454,0.435,0.5,0.19,0.565,0.088,0.015,0.049,1.637,0.371,,0.051,0.113,1.008,0.473,,0.69,0.003,0.007,0.011,0.0,273.759,168.741,44.728,31.981
Philippines,2019,PHL,110804685.0,986114678778.0,9.675,0.087,142.601,2.744,1.962,188.968,-0.095,-0.05,1.705,0.192,0.334,1.287,0.145,0.252,68.894,0.622,186.387,1.682,0.189,210.765,3225.091,14311.986,734.076,2.855,121.436,14434.212,2155.959,,5109.184,0.574,0.158,0.001,8.464,0.076,1.567,2.48,46.367,0.418,78.126,0.705,16.879,0.152,55.411,0.5,,,566.121,0.599,0.385,0.45,0.469,0.504,0.194,0.563,0.095,0.016,0.051,1.633,0.372,,0.037,0.112,0.949,0.45,,0.688,0.003,0.007,0.011,0.0,274.814,173.638,43.785,30.705
Philippines,2020,PHL,112081270.0,892256290776.0,8.033,0.072,131.457,-11.144,-7.815,176.663,-12.305,-6.512,1.576,0.198,0.344,1.173,0.147,0.256,69.305,0.618,175.494,1.566,0.197,218.798,3356.548,14488.649,803.381,3.004,129.112,14479.417,2202.254,,4583.8,0.576,0.149,0.001,7.676,0.068,1.447,2.345,45.206,0.403,78.516,0.701,17.074,0.152,46.295,0.413,,,513.758,0.495,0.374,0.445,0.486,0.504,0.198,0.561,0.102,0.016,0.053,1.63,0.373,,0.037,0.102,1.001,0.423,,0.687,0.003,0.007,0.011,0.0,262.877,162.184,44.036,33.499
Philippines,2021,PHL,113100947.0,943141651518.0,9.43,0.083,140.27,8.812,6.703,179.524,2.861,1.619,1.587,0.19,0.329,1.24,0.149,0.257,74.705,0.661,191.753,1.695,0.203,228.228,3496.818,14668.173,878.086,3.167,135.692,14518.672,2251.645,,4823.633,0.578,0.163,0.001,6.581,0.058,1.524,2.379,39.254,0.347,79.761,0.705,17.207,0.152,49.391,0.437,,,545.557,0.566,0.38,0.432,0.499,0.506,0.202,0.559,0.109,0.017,0.054,1.626,0.374,,0.04,0.084,0.843,0.429,,0.685,0.003,0.007,0.011,0.0,269.067,172.327,51.484,36.704
Philippines,2022,PHL,113964343.0,1014811024029.0,10.024,0.088,150.963,10.694,7.624,193.72,14.197,7.908,1.7,0.191,0.339,1.325,0.149,0.264,75.346,0.661,205.054,1.799,0.202,238.252,3647.781,14861.894,953.433,3.302,141.789,14561.43,2311.005,,5010.157,0.563,0.135,0.001,6.097,0.054,1.598,2.478,42.757,0.375,78.523,0.689,17.724,0.156,59.36,0.521,,,570.979,0.635,0.402,0.458,0.488,0.51,0.206,0.558,0.117,0.017,0.054,1.622,0.377,,0.034,0.079,0.893,0.498,,0.682,0.003,0.008,0.011,0.0,282.396,182.127,54.091,35.831
Philippines,2023,PHL,114891199.0,,10.024,0.087,160.98,10.017,6.636,202.837,9.117,4.706,1.765,,0.333,1.401,,0.264,84.105,0.732,211.593,1.842,,248.275,3808.761,15064.73,1037.538,3.42,147.605,14603.286,2371.923,,5298.678,,0.118,0.001,5.816,0.051,1.681,2.53,41.857,0.364,78.523,0.683,18.2,0.158,60.918,0.53,,,608.771,0.651,0.423,0.473,0.538,0.515,0.21,0.556,0.124,0.017,0.055,1.618,0.379,,0.029,0.075,0.882,0.496,,0.681,0.003,0.008,0.011,0.0,290.732,193.1,50.612,31.44
Philippines,2024,PHL,115843663.0,,10.024,0.087,174.878,13.898,8.633,217.69,14.853,7.323,1.879,,0.334,1.51,,0.268,92.142,0.795,,,,258.299,3983.639,15282.421,1129.68,3.53,156.106,14646.099,2436.024,,5633.132,,0.11,0.001,8.501,0.073,1.788,2.639,42.812,0.37,78.93,0.681,18.405,0.159,64.101,0.553,,,652.563,0.681,0.453,0.504,0.583,0.52,0.215,0.555,0.133,0.018,0.056,1.615,0.382,,0.026,0.106,0.934,0.514,,0.679,0.003,0.008,0.011,0.0,305.716,207.08,,
Singapore,2000,SGP,4035251.0,152153574500.0,0.0,0.0,37.369,-11.831,-24.048,37.571,-11.843,-23.966,9.311,0.247,0.085,9.261,0.246,0.084,0.0,0.0,157.952,39.143,1.038,0.0,1155.417,1157.573,5.757,0.0,24.882,17.482,1124.777,,109786.094,2.912,0.0,0.0,2.708,0.671,11.69,11.733,0.203,0.05,1.927,0.478,7.898,1.957,34.661,8.59,,,443.014,0.0,0.146,0.119,0.0,0.0,0.111,0.064,0.001,0.0,0.021,0.002,0.309,,0.0,0.057,0.003,0.339,,0.058,0.0,0.001,0.001,0.0,47.347,47.173,120.583,322.684
Singapore,2001,SGP,4116169.0,152550774197.0,0.0,0.0,38.525,1.156,3.095,38.761,1.19,3.167,9.417,0.254,0.077,9.359,0.253,0.077,0.0,0.0,143.524,34.868,0.941,0.0,1193.942,1196.334,5.757,0.0,28.971,17.718,1159.213,,121647.219,3.282,0.0,0.0,4.089,0.993,11.977,12.024,0.236,0.057,2.214,0.538,8.579,2.084,34.437,8.366,,,500.721,0.0,0.15,0.124,0.0,0.0,0.111,0.065,0.001,0.0,0.023,0.002,0.31,,0.0,0.086,0.004,0.335,,0.059,0.0,0.001,0.001,0.0,49.493,49.299,104.998,272.545
Singapore,2002,SGP,4146898.0,157982989858.0,0.0,0.0,40.208,1.683,4.369,40.44,1.679,4.331,9.752,0.256,0.084,9.696,0.255,0.083,0.0,0.0,152.247,36.714,0.964,0.0,1234.15,1236.774,5.757,0.0,35.607,17.949,1192.786,,116289.367,3.052,0.0,0.0,6.636,1.6,10.529,10.576,0.232,0.056,2.445,0.59,1.022,0.246,33.573,8.096,,,482.24,0.0,0.153,0.125,0.0,0.0,0.112,0.066,0.001,0.0,0.027,0.002,0.31,,0.0,0.135,0.004,0.327,,0.06,0.0,0.001,0.001,0.0,43.858,43.661,112.039,278.646
Singapore,2003,SGP,4138241.0,160287778605.0,0.0,0.0,39.534,-0.674,-1.677,39.664,-0.776,-1.92,9.585,0.247,0.087,9.553,0.247,0.087,0.029,0.007,100.491,24.284,0.627,0.0,1273.684,1276.438,5.787,0.0,45.87,18.079,1222.027,,109774.617,2.834,0.0,0.0,10.264,2.48,10.513,10.539,0.13,0.031,2.716,0.656,1.271,0.307,29.241,7.066,,,454.274,0.0,0.143,0.113,0.0,0.0,0.113,0.067,0.001,0.0,0.034,0.002,0.309,,0.0,0.201,0.002,0.277,,0.061,0.0,0.001,0.001,0.0,43.615,43.505,60.957,154.19
Singapore,2004,SGP,4172767.0,175483138246.0,0.0,0.0,41.0,1.466,3.708,41.147,1.483,3.739,9.861,0.234,0.08,9.826,0.234,0.08,0.04,0.01,118.472,28.392,0.675,0.0,1314.684,1317.585,5.827,0.0,57.969,18.225,1250.888,,123064.773,2.926,0.0,0.0,12.099,2.899,10.848,10.881,0.147,0.035,3.024,0.725,1.256,0.301,28.861,6.917,,,513.521,0.0,0.143,0.117,0.0,0.0,0.114,0.068,0.001,0.0,0.041,0.002,0.308,,0.0,0.23,0.002,0.264,,0.062,0.0,0.001,0.001,0.0,45.403,45.265,77.472,188.956
Singapore,2005,SGP,4268363.0,190691514722.0,0.0,0.0,39.6,-1.4,-3.415,39.761,-1.386,-3.367,9.315,0.209,0.073,9.278,0.208,0.073,0.04,0.009,127.246,29.811,0.667,0.0,1354.284,1357.346,5.867,0.0,69.444,18.387,1278.973,,127051.617,2.844,0.0,0.0,11.476,2.689,10.271,10.308,0.161,0.038,3.127,0.733,1.126,0.264,28.084,6.58,,,542.302,0.0,0.134,0.112,0.0,0.0,0.114,0.069,0.001,0.0,0.047,0.002,0.307,,0.0,0.213,0.003,0.255,,0.063,0.0,0.001,0.001,0.0,43.996,43.839,87.646,221.329
Singapore,2006,SGP,4407064.0,211578605777.0,0.0,0.0,40.6,1.0,2.525,40.665,0.903,2.272,9.227,0.192,0.068,9.212,0.192,0.068,0.033,0.007,133.703,30.338,0.632,0.0,1394.884,1398.01,5.9,0.0,81.818,18.451,1307.166,,135878.344,2.83,0.0,0.0,12.373,2.808,10.198,10.214,0.065,0.015,3.195,0.725,1.161,0.264,28.194,6.397,,,598.825,0.0,0.133,0.111,0.0,0.0,0.115,0.069,0.001,0.0,0.054,0.002,0.305,,0.0,0.224,0.001,0.253,,0.063,0.0,0.001,0.001,0.0,45.015,44.941,93.103,229.318
Singapore,2007,SGP,4596516.0,237920174358.0,0.0,0.0,41.1,0.5,1.232,41.233,0.569,1.399,8.971,0.173,0.064,8.942,0.173,0.063,0.055,0.012,127.906,27.827,0.538,0.0,1435.984,1439.244,5.955,0.0,95.069,18.585,1334.96,,141082.234,2.726,0.0,0.0,13.251,2.883,9.911,9.942,0.133,0.029,3.311,0.72,1.161,0.253,27.794,6.047,,,648.487,0.0,0.13,0.111,0.0,0.0,0.115,0.07,0.001,0.0,0.06,0.002,0.304,,0.0,0.231,0.002,0.249,,0.064,0.0,0.001,0.001,0.0,45.7,45.556,86.806,211.207
Singapore,2008,SGP,4806742.0,252508208683.0,0.0,0.0,40.2,-0.9,-2.19,40.338,-0.895,-2.171,8.392,0.16,0.058,8.363,0.159,0.058,0.033,0.007,175.118,36.432,0.694,0.0,1476.184,1479.582,5.988,0.0,108.633,18.723,1361.563,,143673.141,2.735,0.0,0.0,13.564,2.822,9.212,9.242,0.138,0.029,3.2,0.666,0.897,0.187,26.603,5.534,,,690.6,0.0,0.125,0.106,0.0,0.0,0.116,0.071,0.001,0.0,0.066,0.002,0.302,,0.0,0.23,0.002,0.239,,0.065,0.0,0.001,0.001,0.0,44.426,44.281,134.918,335.617
Singapore,2009,SGP,4968574.0,256114472232.0,0.0,0.0,40.8,0.6,1.493,40.976,0.638,1.582,8.247,0.16,0.055,8.212,0.159,0.055,0.026,0.005,101.475,20.423,0.396,0.0,1516.984,1520.559,6.014,0.0,122.344,18.899,1388.627,,149339.188,2.897,0.0,0.0,13.711,2.759,8.993,9.03,0.176,0.036,3.16,0.636,0.74,0.149,27.064,5.447,,,742.003,0.0,0.129,0.108,0.0,0.0,0.116,0.071,0.001,0.0,0.072,0.002,0.301,,0.0,0.238,0.003,0.248,,0.066,0.0,0.001,0.001,0.0,44.866,44.682,60.675,148.714
Singapore,2010,SGP,5077020.0,297586792174.0,0.0,0.0,44.4,3.6,8.824,44.596,3.62,8.834,8.784,0.15,0.056,8.745,0.149,0.056,0.051,0.01,105.456,20.771,0.354,0.0,1561.384,1565.155,6.065,0.0,137.203,19.096,1418.117,,156003.531,2.662,0.0,0.0,14.859,2.927,9.724,9.763,0.196,0.039,3.663,0.721,1.326,0.261,29.49,5.809,,,792.033,0.0,0.133,0.112,0.0,0.0,0.116,0.072,0.001,0.0,0.078,0.002,0.3,,0.0,0.239,0.003,0.262,,0.067,0.0,0.001,0.001,0.0,49.569,49.371,61.056,137.514
